"sensor_id","type_name","type","station_name","provider","id","registered_date","sensor","value","unit"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9117,"2023-07-14 05:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9118,"2023-07-14 06:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9119,"2023-07-14 06:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9120,"2023-07-14 06:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9121,"2023-07-14 06:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9122,"2023-07-14 07:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9123,"2023-07-14 07:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9124,"2023-07-14 07:30:00",31,"637","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9125,"2023-07-14 07:45:00",31,"1874","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9126,"2023-07-14 08:00:00",31,"3182","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9127,"2023-07-14 08:15:00",31,"4543","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9128,"2023-07-14 08:30:00",31,"6159","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9129,"2023-07-14 08:45:00",31,"6643","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9130,"2023-07-14 09:00:00",31,"6691","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9131,"2023-07-14 09:15:00",31,"6739","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9132,"2023-07-14 09:30:00",31,"6791","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9133,"2023-07-14 09:45:00",31,"6820","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9134,"2023-07-14 10:00:00",31,"6858","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9135,"2023-07-14 10:15:00",31,"6858","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9136,"2023-07-14 10:30:00",31,"6901","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9137,"2023-07-14 10:45:00",31,"6916","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9138,"2023-07-14 11:00:00",31,"9528","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9139,"2023-07-14 11:15:00",31,"9773","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9140,"2023-07-14 11:30:00",31,"9504","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9141,"2023-07-14 11:45:00",31,"9974","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9142,"2023-07-14 12:00:00",31,"9552","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9143,"2023-07-14 12:15:00",31,"10084","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9144,"2023-07-14 12:30:00",31,"10065","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9145,"2023-07-14 12:45:00",31,"9753","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9146,"2023-07-14 13:00:00",31,"9427","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9147,"2023-07-14 13:15:00",31,"10027","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9148,"2023-07-14 13:30:00",31,"9955","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9149,"2023-07-14 13:45:00",31,"9955","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9150,"2023-07-14 14:00:00",31,"9849","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9151,"2023-07-14 14:15:00",31,"9816","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9152,"2023-07-14 14:30:00",31,"9662","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9153,"2023-07-14 14:45:00",31,"9864","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9154,"2023-07-14 15:00:00",31,"9998","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9155,"2023-07-14 15:15:00",31,"9868","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9156,"2023-07-14 15:30:00",31,"9912","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9157,"2023-07-14 15:45:00",31,"10017","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9158,"2023-07-14 16:00:00",31,"9854","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9159,"2023-07-14 16:15:00",31,"9969","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9160,"2023-07-14 16:30:00",31,"9969","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9161,"2023-07-14 16:45:00",31,"9758","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9162,"2023-07-14 17:00:00",31,"9825","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9163,"2023-07-14 17:15:00",31,"9916","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9164,"2023-07-14 17:30:00",31,"9912","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9165,"2023-07-14 17:45:00",31,"9820","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9166,"2023-07-14 18:00:00",31,"9542","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9167,"2023-07-14 18:15:00",31,"9317","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9168,"2023-07-14 18:30:00",31,"9044","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9169,"2023-07-14 18:45:00",31,"8958","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9170,"2023-07-14 19:00:00",31,"8704","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9171,"2023-07-14 19:15:00",31,"8378","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9172,"2023-07-14 19:30:00",31,"7712","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9173,"2023-07-14 19:45:00",31,"6806","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9174,"2023-07-14 20:00:00",31,"4567","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9175,"2023-07-14 20:15:00",31,"3810","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9176,"2023-07-14 20:30:00",31,"2990","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9177,"2023-07-14 20:45:00",31,"1902","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9178,"2023-07-14 21:00:00",31,"833","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9179,"2023-07-14 21:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9180,"2023-07-14 21:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9181,"2023-07-14 21:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9182,"2023-07-14 22:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9183,"2023-07-14 22:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9184,"2023-07-14 22:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9185,"2023-07-14 22:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9186,"2023-07-14 23:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9187,"2023-07-14 23:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9188,"2023-07-14 23:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9189,"2023-07-14 23:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9190,"2023-07-15 00:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9191,"2023-07-15 00:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9192,"2023-07-15 00:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9193,"2023-07-15 00:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9194,"2023-07-15 01:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9195,"2023-07-15 01:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9196,"2023-07-15 01:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9197,"2023-07-15 01:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9198,"2023-07-15 02:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9199,"2023-07-15 02:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9200,"2023-07-15 02:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9201,"2023-07-15 02:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9202,"2023-07-15 03:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9203,"2023-07-15 03:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9204,"2023-07-15 03:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9205,"2023-07-15 03:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9206,"2023-07-15 04:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9207,"2023-07-15 04:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9208,"2023-07-15 04:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9209,"2023-07-15 04:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9210,"2023-07-15 05:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9211,"2023-07-15 05:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9212,"2023-07-15 05:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9213,"2023-07-15 05:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9214,"2023-07-15 06:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9215,"2023-07-15 06:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9216,"2023-07-15 06:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9217,"2023-07-15 06:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9218,"2023-07-15 07:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9219,"2023-07-15 07:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9220,"2023-07-15 07:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9221,"2023-07-15 07:45:00",31,"1528","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9222,"2023-07-15 08:00:00",31,"1514","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9223,"2023-07-15 08:15:00",31,"3671","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9224,"2023-07-15 08:30:00",31,"6508","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9225,"2023-07-15 08:45:00",31,"6614","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9226,"2023-07-15 09:00:00",31,"6638","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9227,"2023-07-15 09:15:00",31,"6724","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9228,"2023-07-15 09:30:00",31,"6815","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9229,"2023-07-15 09:45:00",31,"6825","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9230,"2023-07-15 10:00:00",31,"6892","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9231,"2023-07-15 10:15:00",31,"6911","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9232,"2023-07-15 10:30:00",31,"6897","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9233,"2023-07-15 10:45:00",31,"6978","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9234,"2023-07-15 11:00:00",31,"9466","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9235,"2023-07-15 11:15:00",31,"9461","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9236,"2023-07-15 11:30:00",31,"9983","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9237,"2023-07-15 11:45:00",31,"10098","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9238,"2023-07-15 12:00:00",31,"9797","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9239,"2023-07-15 12:15:00",31,"10070","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9240,"2023-07-15 12:30:00",31,"9988","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9241,"2023-07-15 12:45:00",31,"9936","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9242,"2023-07-15 13:00:00",31,"9797","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9243,"2023-07-15 13:15:00",31,"9993","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9244,"2023-07-15 13:30:00",31,"9950","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9245,"2023-07-15 13:45:00",31,"9950","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9246,"2023-07-15 14:00:00",31,"9897","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9247,"2023-07-15 14:15:00",31,"10017","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9248,"2023-07-15 14:30:00",31,"10089","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9249,"2023-07-15 14:45:00",31,"10089","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9250,"2023-07-15 15:00:00",31,"10156","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9251,"2023-07-15 15:15:00",31,"10084","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9252,"2023-07-15 15:30:00",31,"10084","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9253,"2023-07-15 15:45:00",31,"10079","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9254,"2023-07-15 16:00:00",31,"10017","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9255,"2023-07-15 16:15:00",31,"10051","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9256,"2023-07-15 16:30:00",31,"9912","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9257,"2023-07-15 16:45:00",31,"9959","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9258,"2023-07-15 17:00:00",31,"9993","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9259,"2023-07-15 17:15:00",31,"10012","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9260,"2023-07-15 17:30:00",31,"9979","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9261,"2023-07-15 17:45:00",31,"9936","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9262,"2023-07-15 18:00:00",31,"8268","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9263,"2023-07-15 18:15:00",31,"9164","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9264,"2023-07-15 18:30:00",31,"9293","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9265,"2023-07-15 18:45:00",31,"8943","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9266,"2023-07-15 19:00:00",31,"7630","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9267,"2023-07-15 19:15:00",31,"7347","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9268,"2023-07-15 19:30:00",31,"7136","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9269,"2023-07-15 19:45:00",31,"5976","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9270,"2023-07-15 20:00:00",31,"5818","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9271,"2023-07-15 20:15:00",31,"3896","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9272,"2023-07-15 20:30:00",31,"1318","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9273,"2023-07-15 20:45:00",31,"1159","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9274,"2023-07-15 21:00:00",31,"541","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9275,"2023-07-15 21:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9276,"2023-07-15 21:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9277,"2023-07-15 21:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9278,"2023-07-15 22:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9279,"2023-07-15 22:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9280,"2023-07-15 22:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9281,"2023-07-15 22:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9282,"2023-07-15 23:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9283,"2023-07-15 23:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9284,"2023-07-15 23:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9285,"2023-07-15 23:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9286,"2023-07-16 00:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9287,"2023-07-16 00:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9288,"2023-07-16 00:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9289,"2023-07-16 00:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9290,"2023-07-16 01:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9291,"2023-07-16 01:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9292,"2023-07-16 01:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9293,"2023-07-16 01:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9294,"2023-07-16 02:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9295,"2023-07-16 02:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9296,"2023-07-16 02:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9297,"2023-07-16 02:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9298,"2023-07-16 03:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9299,"2023-07-16 03:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9300,"2023-07-16 03:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9301,"2023-07-16 03:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9302,"2023-07-16 04:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9303,"2023-07-16 04:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9304,"2023-07-16 04:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9305,"2023-07-16 04:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9306,"2023-07-16 05:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9307,"2023-07-16 05:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9308,"2023-07-16 05:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9309,"2023-07-16 05:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9310,"2023-07-16 06:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9311,"2023-07-16 06:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9312,"2023-07-16 06:30:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9313,"2023-07-16 06:45:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9314,"2023-07-16 07:00:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9315,"2023-07-16 07:15:00",31,"0","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9316,"2023-07-16 07:30:00",31,"599","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9317,"2023-07-16 07:45:00",31,"1054","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9318,"2023-07-16 08:00:00",31,"2621","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9319,"2023-07-16 08:15:00",31,"4864","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9320,"2023-07-16 08:30:00",31,"5813","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9321,"2023-07-16 08:45:00",31,"6657","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9322,"2023-07-16 09:00:00",31,"6657","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9323,"2023-07-16 09:15:00",31,"6710","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9324,"2023-07-16 09:30:00",31,"6786","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9325,"2023-07-16 09:45:00",31,"6796","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9326,"2023-07-16 10:00:00",31,"6825","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9327,"2023-07-16 10:15:00",31,"6882","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9328,"2023-07-16 10:30:00",31,"6925","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9329,"2023-07-16 10:45:00",31,"6949","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9330,"2023-07-16 11:00:00",31,"9916","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9331,"2023-07-16 11:15:00",31,"10103","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9332,"2023-07-16 11:30:00",31,"9921","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9333,"2023-07-16 11:45:00",31,"9888","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9334,"2023-07-16 12:00:00",31,"10175","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9335,"2023-07-16 12:15:00",31,"10003","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9336,"2023-07-16 12:30:00",31,"9974","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9337,"2023-07-16 12:45:00",31,"10199","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9338,"2023-07-16 13:00:00",31,"10075","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9339,"2023-07-16 13:15:00",31,"9964","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9340,"2023-07-16 13:30:00",31,"10022","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9341,"2023-07-16 13:45:00",31,"10036","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9342,"2023-07-16 14:00:00",31,"9902","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9343,"2023-07-16 14:15:00",31,"9950","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9344,"2023-07-16 14:30:00",31,"9940","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9345,"2023-07-16 14:45:00",31,"9945","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9346,"2023-07-16 15:00:00",31,"9744","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9347,"2023-07-16 15:15:00",31,"9907","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9348,"2023-07-16 15:30:00",31,"9878","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9349,"2023-07-16 15:45:00",31,"9931","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9350,"2023-07-16 16:00:00",31,"9753","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9351,"2023-07-16 16:15:00",31,"9916","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9352,"2023-07-16 16:30:00",31,"9940","mV"
31,"Solar Panel",1,"Estacion Blas 1","Metos",9353,"2023-07-16 16:45:00",31,"9878","mV"
