"sensor_id","type_name","type","station_name","provider","id","registered_date","sensor","average","minimum","maximum","unit"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4726,"2023-07-14 04:45:00",33,"21.8","21.8","21.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4727,"2023-07-14 05:00:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4728,"2023-07-14 05:15:00",33,"21.8","21.8","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4729,"2023-07-14 05:30:00",33,"21.7","21.7","21.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4730,"2023-07-14 05:45:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4731,"2023-07-14 06:00:00",33,"21.6","21.6","21.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4732,"2023-07-14 06:15:00",33,"21.5","21.5","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4733,"2023-07-14 06:30:00",33,"21.5","21.5","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4734,"2023-07-14 06:45:00",33,"21.5","21.5","21.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4735,"2023-07-14 07:00:00",33,"21.4","21.4","21.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4736,"2023-07-14 07:15:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4737,"2023-07-14 07:30:00",33,"21.4","21.4","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4738,"2023-07-14 07:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4739,"2023-07-14 08:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4740,"2023-07-14 08:15:00",33,"21.2","21.2","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4741,"2023-07-14 08:30:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4742,"2023-07-14 08:45:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4743,"2023-07-14 09:00:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4744,"2023-07-14 09:15:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4745,"2023-07-14 09:30:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4746,"2023-07-14 09:45:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4747,"2023-07-14 10:00:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4748,"2023-07-14 10:15:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4749,"2023-07-14 10:30:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4750,"2023-07-14 10:45:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4751,"2023-07-14 11:00:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4752,"2023-07-14 11:15:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4753,"2023-07-14 11:30:00",33,"21.2","21.2","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4754,"2023-07-14 11:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4755,"2023-07-14 12:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4756,"2023-07-14 12:15:00",33,"21.4","21.4","21.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4757,"2023-07-14 12:30:00",33,"21.5","21.5","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4758,"2023-07-14 12:45:00",33,"21.5","21.5","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4759,"2023-07-14 13:00:00",33,"21.6","21.5","21.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4760,"2023-07-14 13:15:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4761,"2023-07-14 13:30:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4762,"2023-07-14 13:45:00",33,"21.9","21.8","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4763,"2023-07-14 14:00:00",33,"21.9","21.9","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4764,"2023-07-14 14:15:00",33,"22.1","22.1","22.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4765,"2023-07-14 14:30:00",33,"22.2","22.2","22.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4766,"2023-07-14 14:45:00",33,"22.3","22.3","22.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4767,"2023-07-14 15:00:00",33,"22.3","22.3","22.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4768,"2023-07-14 15:15:00",33,"22.5","22.5","22.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4769,"2023-07-14 15:30:00",33,"22.5","22.5","22.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4770,"2023-07-14 15:45:00",33,"22.6","22.6","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4771,"2023-07-14 16:00:00",33,"22.7","22.7","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4772,"2023-07-14 16:15:00",33,"22.7","22.7","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4773,"2023-07-14 16:30:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4774,"2023-07-14 16:45:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4775,"2023-07-14 17:00:00",33,"23.1","23.1","23.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4776,"2023-07-14 17:15:00",33,"23.2","23.1","23.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4777,"2023-07-14 17:30:00",33,"23.3","23.3","23.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4778,"2023-07-14 17:45:00",33,"23.4","23.4","23.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4779,"2023-07-14 18:00:00",33,"23.5","23.5","23.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4780,"2023-07-14 18:15:00",33,"23.7","23.7","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4781,"2023-07-14 18:30:00",33,"23.7","23.7","23.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4782,"2023-07-14 18:45:00",33,"23.7","23.7","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4783,"2023-07-14 19:00:00",33,"23.8","23.8","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4784,"2023-07-14 19:15:00",33,"23.8","23.8","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4785,"2023-07-14 19:30:00",33,"23.8","23.8","23.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4786,"2023-07-14 19:45:00",33,"23.7","23.7","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4787,"2023-07-14 20:00:00",33,"23.7","23.7","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4788,"2023-07-14 20:15:00",33,"23.7","23.7","23.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4789,"2023-07-14 20:30:00",33,"23.7","23.7","23.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4790,"2023-07-14 20:45:00",33,"23.7","23.7","23.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4791,"2023-07-14 21:00:00",33,"23.7","23.7","23.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4792,"2023-07-14 21:15:00",33,"23.6","23.6","23.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4793,"2023-07-14 21:30:00",33,"23.5","23.5","23.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4794,"2023-07-14 21:45:00",33,"23.5","23.5","23.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4795,"2023-07-14 22:00:00",33,"22.2","21.4","23.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4796,"2023-07-14 22:15:00",33,"20.7","20.5","21","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4797,"2023-07-14 22:30:00",33,"20.4","20.3","20.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4798,"2023-07-14 22:45:00",33,"20.3","20.3","20.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4799,"2023-07-14 23:00:00",33,"20.5","20.5","20.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4800,"2023-07-14 23:15:00",33,"20.6","20.6","20.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4801,"2023-07-14 23:30:00",33,"20.7","20.7","20.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4802,"2023-07-14 23:45:00",33,"20.8","20.8","20.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4803,"2023-07-15 00:00:00",33,"20.9","20.9","21","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4804,"2023-07-15 00:15:00",33,"21","21","21.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4805,"2023-07-15 00:30:00",33,"21.1","21.1","21.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4806,"2023-07-15 00:45:00",33,"21.1","21.1","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4807,"2023-07-15 01:00:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4808,"2023-07-15 01:15:00",33,"21.2","21.2","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4809,"2023-07-15 01:30:00",33,"21.3","21.3","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4810,"2023-07-15 01:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4811,"2023-07-15 02:00:00",33,"21.4","21.4","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4812,"2023-07-15 02:15:00",33,"21.4","21.4","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4813,"2023-07-15 02:30:00",33,"21.3","21.3","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4814,"2023-07-15 02:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4815,"2023-07-15 03:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4816,"2023-07-15 03:15:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4817,"2023-07-15 03:30:00",33,"21.3","21.3","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4818,"2023-07-15 03:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4819,"2023-07-15 04:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4820,"2023-07-15 04:15:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4821,"2023-07-15 04:30:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4822,"2023-07-15 04:45:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4823,"2023-07-15 05:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4824,"2023-07-15 05:15:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4825,"2023-07-15 05:30:00",33,"21.4","21.4","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4826,"2023-07-15 05:45:00",33,"21.3","21.3","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4827,"2023-07-15 06:00:00",33,"21.1","20.8","21.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4828,"2023-07-15 06:15:00",33,"19.4","19.3","19.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4829,"2023-07-15 06:30:00",33,"18.8","18.7","19.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4830,"2023-07-15 06:45:00",33,"18.6","18.6","18.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4831,"2023-07-15 07:00:00",33,"18.7","18.7","18.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4832,"2023-07-15 07:15:00",33,"18.9","18.9","18.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4833,"2023-07-15 07:30:00",33,"19","18.9","19.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4834,"2023-07-15 07:45:00",33,"19.1","19.1","19.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4835,"2023-07-15 08:00:00",33,"19.2","19.2","19.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4836,"2023-07-15 08:15:00",33,"19.3","19.3","19.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4837,"2023-07-15 08:30:00",33,"19.3","19.3","19.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4838,"2023-07-15 08:45:00",33,"19.5","19.5","19.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4839,"2023-07-15 09:00:00",33,"19.5","19.5","19.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4840,"2023-07-15 09:15:00",33,"19.5","19.5","19.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4841,"2023-07-15 09:30:00",33,"19.7","19.7","19.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4842,"2023-07-15 09:45:00",33,"19.7","19.7","19.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4843,"2023-07-15 10:00:00",33,"19.8","19.7","19.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4844,"2023-07-15 10:15:00",33,"19.8","19.8","19.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4845,"2023-07-15 10:30:00",33,"19.9","19.9","19.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4846,"2023-07-15 10:45:00",33,"20","19.9","20.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4847,"2023-07-15 11:00:00",33,"20.1","20.1","20.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4848,"2023-07-15 11:15:00",33,"20.1","20.1","20.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4849,"2023-07-15 11:30:00",33,"20.2","20.1","20.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4850,"2023-07-15 11:45:00",33,"20.3","20.3","20.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4851,"2023-07-15 12:00:00",33,"20.4","20.4","20.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4852,"2023-07-15 12:15:00",33,"20.5","20.5","20.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4853,"2023-07-15 12:30:00",33,"20.7","20.6","20.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4854,"2023-07-15 12:45:00",33,"20.8","20.8","20.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4855,"2023-07-15 13:00:00",33,"20.9","20.9","21","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4856,"2023-07-15 13:15:00",33,"21","21","21","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4857,"2023-07-15 13:30:00",33,"21.1","21.1","21.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4858,"2023-07-15 13:45:00",33,"21.2","21.2","21.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4859,"2023-07-15 14:00:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4860,"2023-07-15 14:15:00",33,"21.3","21.3","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4861,"2023-07-15 14:30:00",33,"21.4","21.4","21.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4862,"2023-07-15 14:45:00",33,"21.5","21.4","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4863,"2023-07-15 15:00:00",33,"21.5","21.5","21.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4864,"2023-07-15 15:15:00",33,"21.6","21.6","21.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4865,"2023-07-15 15:30:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4866,"2023-07-15 15:45:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4867,"2023-07-15 16:00:00",33,"21.9","21.9","21.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4868,"2023-07-15 16:15:00",33,"22","21.9","22.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4869,"2023-07-15 16:30:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4870,"2023-07-15 16:45:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4871,"2023-07-15 17:00:00",33,"22.3","22.2","22.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4872,"2023-07-15 17:15:00",33,"22.3","22.3","22.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4873,"2023-07-15 17:30:00",33,"22.4","22.4","22.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4874,"2023-07-15 17:45:00",33,"22.5","22.5","22.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4875,"2023-07-15 18:00:00",33,"22.6","22.6","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4876,"2023-07-15 18:15:00",33,"22.7","22.7","22.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4877,"2023-07-15 18:30:00",33,"22.8","22.8","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4878,"2023-07-15 18:45:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4879,"2023-07-15 19:00:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4880,"2023-07-15 19:15:00",33,"22.9","22.9","23","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4881,"2023-07-15 19:30:00",33,"22.9","22.9","23","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4882,"2023-07-15 19:45:00",33,"22.9","22.9","23","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4883,"2023-07-15 20:00:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4884,"2023-07-15 20:15:00",33,"22.9","22.9","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4885,"2023-07-15 20:30:00",33,"22.8","22.8","22.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4886,"2023-07-15 20:45:00",33,"22.7","22.7","22.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4887,"2023-07-15 21:00:00",33,"22.7","22.7","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4888,"2023-07-15 21:15:00",33,"22.7","22.7","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4889,"2023-07-15 21:30:00",33,"22.7","22.7","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4890,"2023-07-15 21:45:00",33,"22.7","22.7","22.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4891,"2023-07-15 22:00:00",33,"22.7","22.7","22.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4892,"2023-07-15 22:15:00",33,"22.6","22.5","22.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4893,"2023-07-15 22:30:00",33,"22.5","22.5","22.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4894,"2023-07-15 22:45:00",33,"22.5","22.5","22.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4895,"2023-07-15 23:00:00",33,"22.5","22.5","22.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4896,"2023-07-15 23:15:00",33,"22.5","22.5","22.6","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4897,"2023-07-15 23:30:00",33,"22.5","22.5","22.5","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4898,"2023-07-15 23:45:00",33,"22.3","22.3","22.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4899,"2023-07-16 00:00:00",33,"22.3","22.3","22.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4900,"2023-07-16 00:15:00",33,"22.3","22.3","22.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4901,"2023-07-16 00:30:00",33,"22.3","22.3","22.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4902,"2023-07-16 00:45:00",33,"22.3","22.3","22.4","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4903,"2023-07-16 01:00:00",33,"22.2","22.2","22.3","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4904,"2023-07-16 01:15:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4905,"2023-07-16 01:30:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4906,"2023-07-16 01:45:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4907,"2023-07-16 02:00:00",33,"22.1","22.1","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4908,"2023-07-16 02:15:00",33,"22.2","22.2","22.2","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4909,"2023-07-16 02:30:00",33,"22","22","22.1","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4910,"2023-07-16 02:45:00",33,"21.9","21.9","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4911,"2023-07-16 03:00:00",33,"21.9","21.9","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4912,"2023-07-16 03:15:00",33,"21.9","21.9","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4913,"2023-07-16 03:30:00",33,"21.9","21.9","21.9","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4914,"2023-07-16 03:45:00",33,"21.9","21.9","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4915,"2023-07-16 04:00:00",33,"21.9","21.8","22","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4916,"2023-07-16 04:15:00",33,"21.8","21.8","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4917,"2023-07-16 04:30:00",33,"21.8","21.8","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4918,"2023-07-16 04:45:00",33,"21.7","21.7","21.8","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4919,"2023-07-16 05:00:00",33,"21.7","21.7","21.7","°C"
33,"Soil temperature 1",3,"Estacion Blas 1","Metos",4920,"2023-07-16 05:15:00",33,"21.6","21.6","21.7","°C"
